,run_number,round_number,turn_number,partner_after_action_name,partner_after_action_personality_vector,partner_after_action_emotional_state,partner_after_action_location_state,partner_after_action_current_action_probs,partner_after_action_conversation_partner
2056,7,7,245,Mauricio,[1 1 1 1 0],[-0.73549027 -0.49820244  0.02845108],Lounge,"{shouts: 0.0608678866213245, shares: 0.0681577732021039, leaves_conversation: 0.06217924693663915, makes_smalltalk: 0.05800491570503426, makes_deeptalk: 0.07208213121216202, gives_controversial_opinion: 0.048726917445834225, changes_the_topic: 0.058836627299949276, shows_interest: 0.07208213121216202, shows_concern: 0.062143656131620095, laughs: 0.053150000274116906, jokes: 0.06100773394866519, gives_an_insult: 0.05193701535452931, brags: 0.05537309054498247, yawns: 0.0892467696644623, supports: 0.0702827945315729, rants: 0.055921309914841434}",Johnny
2057,7,7,246,John,[1 1 0 1 1],[0.91507514 0.61212617 0.02457561],Hall,"{stands_in_corner: 0.37699846164822365, leaves_room: 0.28890969846916137, starts_conversation: 0.33409183988261504}",Elisabeth
2058,7,7,247,Ronnie,[0 0 0 1 0],[0.43519107 1.         0.8571082 ],Kitchen,"{shouts: 0.08984688391735972, shares: 0.04678897899359033, leaves_conversation: 0.03150226131686157, makes_smalltalk: 0.06146041593774358, makes_deeptalk: 0.059022091146214026, gives_controversial_opinion: 0.0773798996626835, changes_the_topic: 0.03406090636249717, shows_interest: 0.08256651040846714, shows_concern: 0.06731599322693449, laughs: 0.06625039746645103, jokes: 0.08317454079391176, gives_an_insult: 0.04353018092865275, brags: 0.07594623447367475, yawns: 0.06785458877555149, supports: 0.06976993566075389, rants: 0.04353018092865275}",Catherine
2059,7,7,248,Patrick,[0 0 0 0 1],[-0.0499807   0.951       0.67911446],Hall,"{shouts: 0.10474238106753983, shares: 0.04071754026494887, leaves_conversation: 0.051666828120236985, makes_smalltalk: 0.07191337505795871, makes_deeptalk: 0.0549996838518072, gives_controversial_opinion: 0.09913012910173352, changes_the_topic: 0.03555474388636358, shows_interest: 0.0549996838518072, shows_concern: 0.07312801272557017, laughs: 0.050364746305518064, jokes: 0.04772180580728798, gives_an_insult: 0.08529187967139963, brags: 0.05005666200373709, yawns: 0.07227122951276586, supports: 0.04747518883266649, rants: 0.05996610993865859}",Vicki
2060,7,7,249,Brian,[1 1 1 0 0],[0.77095197 0.765      0.765     ],Lounge,"{shouts: 0.06928628497544646, shares: 0.07218759344992509, leaves_conversation: 0.03226809051567428, makes_smalltalk: 0.05398239589882174, makes_deeptalk: 0.09934434774699112, gives_controversial_opinion: 0.05811859770787256, changes_the_topic: 0.039045387018654475, shows_interest: 0.0714320781627946, shows_concern: 0.04034310290491851, laughs: 0.06632377829024676, jokes: 0.09520040868672362, gives_an_insult: 0.04437963164333637, brags: 0.10030870855927146, yawns: 0.05139256767720027, supports: 0.053413020973907405, rants: 0.052974005788215095}",Laquita
2061,7,7,250,David,[0 1 0 0 0],[-0.31898229  0.64260015  0.72714591],Lounge,"{shouts: 0.08975525707355199, shares: 0.05092068190397853, leaves_conversation: 0.04436876828610666, makes_smalltalk: 0.07302403533751406, makes_deeptalk: 0.05664991309446266, gives_controversial_opinion: 0.07575557983112242, changes_the_topic: 0.04268470385385096, shows_interest: 0.05664991309446266, shows_concern: 0.053204764837442804, laughs: 0.06476686852053336, jokes: 0.05372149178828651, gives_an_insult: 0.07444610183005679, brags: 0.058560159825399416, yawns: 0.08038768630663495, supports: 0.0506579725865396, rants: 0.07444610183005679}",Jerry
2062,7,7,251,Andrew,[1 0 1 0 0],[-0.6452402   0.998      -0.12752084],Hall,"{shouts: 0.026241879639358014, shares: 0.021453313915043792, leaves_conversation: 0.020643450650806243, makes_smalltalk: 0.05033754951140886, makes_deeptalk: 0.5896072749165655, gives_controversial_opinion: 0.026168420102846594, changes_the_topic: 0.01686358497834931, shows_interest: 0.023873874370557283, shows_concern: 0.0627864756897643, laughs: 0.023800414834045866, jokes: 0.018854237564221294, gives_an_insult: 0.028374500053975748, brags: 0.018927697100732714, yawns: 0.02024552667468584, supports: 0.02333004981170294, rants: 0.028491750185935957}",John
2063,7,7,252,Laquita,[1 1 0 0 1],[-0.09508116  0.37566709  0.19838037],Lounge,"{shouts: 0.06337158007693783, shares: 0.0611272721786014, leaves_conversation: 0.05615675073802733, makes_smalltalk: 0.08307283978066639, makes_deeptalk: 0.07253450543902268, gives_controversial_opinion: 0.05849533074431978, changes_the_topic: 0.04739204839779139, shows_interest: 0.07253450543902268, shows_concern: 0.06674381085585718, laughs: 0.0591780526724774, jokes: 0.0507730363768627, gives_an_insult: 0.07069671339899421, brags: 0.052701136046220697, yawns: 0.0697362642525778, supports: 0.055068233795688454, rants: 0.060417919806932265}",Brian
2064,7,7,253,Robin,[0 0 0 0 0],[ 0.14754106 -0.24395366 -0.81589906],Hall,"{shouts: 0.021584952464773665, shares: 0.0391075560275891, leaves_conversation: 0.03395752053295208, makes_smalltalk: 0.03169008708646122, makes_deeptalk: 0.02766931791154936, gives_controversial_opinion: 0.021437918765540513, changes_the_topic: 0.0239454283523372, shows_interest: 0.02766931791154936, shows_concern: 0.027858416770028822, laughs: 0.02783502126898321, jokes: 0.0201235057556485, gives_an_insult: 0.019223379642199345, brags: 0.020196915067662958, yawns: 0.6072980864610059, supports: 0.031179196339519395, rants: 0.019223379642199345}",James
2065,7,7,254,Johnny,[1 0 1 0 1],[ 0.99746112 -0.53825855 -0.44264549],Lounge,"{shouts: 0.05070835359798586, shares: 0.1009653736876917, leaves_conversation: 0.05004441025027977, makes_smalltalk: 0.055443157140302284, makes_deeptalk: 0.09779652169942461, gives_controversial_opinion: 0.04803110318684581, changes_the_topic: 0.05170054391755724, shows_interest: 0.06875686284054695, shows_concern: 0.057741722389554655, laughs: 0.0571381076005003, jokes: 0.050138417074989484, gives_an_insult: 0.055726031252829565, brags: 0.05281566748612953, yawns: 0.07911707644681082, supports: 0.06815062017572196, rants: 0.055726031252829565}",Mauricio
2066,7,7,255,Laquita,[1 1 0 0 1],[-0.25663355 -0.20250787 -1.        ],Hall,"{stands_in_corner: 0.38397140406679764, leaves_room: 0.34919713198687086, starts_conversation: 0.2668314639463315}",Lillian
2067,7,8,256,James,[1 1 1 0 1],[ 0.09029227  0.17078825 -0.68764935],Hall,"{shouts: 0.05491383347207486, shares: 0.07201337661888828, leaves_conversation: 0.05611185355014958, makes_smalltalk: 0.07142956291238685, makes_deeptalk: 0.08613660031824388, gives_controversial_opinion: 0.048937089487057814, changes_the_topic: 0.04572129170775762, shows_interest: 0.0696135419581331, shows_concern: 0.06996085929517665, laughs: 0.05987750085449015, jokes: 0.05026419394853497, gives_an_insult: 0.059277655293958544, brags: 0.05268024850890778, yawns: 0.07089217324690168, supports: 0.07289256353337964, rants: 0.059277655293958544}",Robin
2068,7,8,257,Vicki,[1 1 0 0 0],[-0.02789799 -0.05952297  0.05284997],Hall,"{shouts: 0.061176503254902634, shares: 0.07655565238331673, leaves_conversation: 0.05303585229497585, makes_smalltalk: 0.06408387122221558, makes_deeptalk: 0.0742612263242262, gives_controversial_opinion: 0.052839940861436965, changes_the_topic: 0.05668483063723273, shows_interest: 0.0742612263242262, shows_concern: 0.05576509124446145, laughs: 0.06539722348100004, jokes: 0.05242113060927199, gives_an_insult: 0.05650810557419333, brags: 0.05602710638937896, yawns: 0.08914456353319129, supports: 0.05532957029177657, rants: 0.05650810557419333}",Patrick
2069,7,8,258,Catherine,[1 0 1 1 1],[ 0.57943885 -0.50385491  0.16431071],Kitchen,"{shouts: 0.05271954944052209, shares: 0.09261500260874034, leaves_conversation: 0.044862089519532244, makes_smalltalk: 0.05538694601114203, makes_deeptalk: 0.07853849310048983, gives_controversial_opinion: 0.047105280403742095, changes_the_topic: 0.05928426201129692, shows_interest: 0.07853849310048983, shows_concern: 0.06925021785458502, laughs: 0.0538719439856781, jokes: 0.05617094834138174, gives_an_insult: 0.047804847722530304, brags: 0.05325081444620151, yawns: 0.08919797742595274, supports: 0.07359828630518495, rants: 0.047804847722530304}",Ronnie
2070,7,8,259,Michael,[0 1 0 1 1],[0.9653017  0.42514743 0.24580189],Hall,"{shouts: 0.05084323785442738, shares: 0.08680844511908199, leaves_conversation: 0.04244746124237338, makes_smalltalk: 0.05997969840272401, makes_deeptalk: 0.08086202096664181, gives_controversial_opinion: 0.0422136715673433, changes_the_topic: 0.03706383740117854, shows_interest: 0.09100646788891466, shows_concern: 0.09002987730190107, laughs: 0.07782458764718071, jokes: 0.062319405963432, gives_an_insult: 0.04812937152051628, brags: 0.059958714161020076, yawns: 0.061695676167903675, supports: 0.06608628039671807, rants: 0.04273124639864326}",Jacquelyn
2071,7,8,261,Nola,[1 0 0 0 0],[ 0.25932856 -0.88859379  0.29922704],Kitchen,"{shouts: 0.05142038652697489, shares: 0.07132535123032027, leaves_conversation: 0.04957615319606638, makes_smalltalk: 0.04520822568571373, makes_deeptalk: 0.07417080273718592, gives_controversial_opinion: 0.04717154794648766, changes_the_topic: 0.0866933730903739, shows_interest: 0.07417080273718592, shows_concern: 0.04698218874991885, laughs: 0.058082222553878744, jokes: 0.04594100327788119, gives_an_insult: 0.04865724251577845, brags: 0.050189841858368424, yawns: 0.15367853707650111, supports: 0.04807507830158597, rants: 0.04865724251577845}",Agnes
2072,7,8,262,Donald,[0 1 1 0 1],[-0.31245901  1.         -0.0931645 ],Kitchen,"{stands_in_corner: 0.40050478816375373, leaves_room: 0.31265420769758834, starts_conversation: 0.2868410041386579}",Dorothy
2073,7,8,264,Jerry,[1 1 0 1 0],[-0.61464561 -0.82012466 -0.01543513],Lounge,"{shouts: 0.05426423184258744, shares: 0.0624133289196447, leaves_conversation: 0.0696456474703714, makes_smalltalk: 0.05205874203629889, makes_deeptalk: 0.06142037172799409, gives_controversial_opinion: 0.04471817785907651, changes_the_topic: 0.06346564809475229, shows_interest: 0.09222246049097844, shows_concern: 0.06445480887957432, laughs: 0.05578319823955636, jokes: 0.05429236818464509, gives_an_insult: 0.049774246587551405, brags: 0.05044537291087173, yawns: 0.1152603709884025, supports: 0.06000677918014332, rants: 0.049774246587551405}",David
2074,7,8,267,Jacquelyn,[0 0 0 1 1],[0.75534944 0.7231535  0.68399444],Hall,"{shouts: 0.033687667154485214, shares: 0.028280530300506777, leaves_conversation: 0.009879332483456588, makes_smalltalk: 0.02741524353158702, makes_deeptalk: 0.03485067672923268, gives_controversial_opinion: 0.033627109623527204, changes_the_topic: 0.015453802496265033, shows_interest: 0.03496817939158824, shows_concern: 0.578977604776364, laughs: 0.03482072820205555, jokes: 0.0521121047189603, gives_an_insult: 0.016209838690456287, brags: 0.052089997634609864, yawns: 0.0149087815993106, supports: 0.016560619588666135, rants: 0.016157783078928723}",Michael
2075,7,8,268,Edith,[0 1 1 1 1],[ 0.854885   -0.21254955  0.36066455],Lounge,"{shouts: 0.055669903890734805, shares: 0.10735103990734116, leaves_conversation: 0.042398842591793495, makes_smalltalk: 0.06433207125212248, makes_deeptalk: 0.06826959585836385, gives_controversial_opinion: 0.04517665435629652, changes_the_topic: 0.050853102317740144, shows_interest: 0.06826959585836385, shows_concern: 0.07109755646540912, laughs: 0.05848680807666042, jokes: 0.06204089200200703, gives_an_insult: 0.04899841481109621, brags: 0.05891729906626892, yawns: 0.07243379870291526, supports: 0.07670601003179064, rants: 0.04899841481109621}",Robert
2076,7,8,269,Jason,[1 0 0 0 1],[ 0.89672157 -1.          0.17573209],Hall,"{shouts: 0.05042972864844525, shares: 0.07860594169772074, leaves_conversation: 0.05966068636795407, makes_smalltalk: 0.050573491120823405, makes_deeptalk: 0.07314545896866616, gives_controversial_opinion: 0.04836868084658251, changes_the_topic: 0.07464259247766494, shows_interest: 0.07314545896866616, shows_concern: 0.06412624371785001, laughs: 0.05545771930767924, jokes: 0.050554866355537, gives_an_insult: 0.06603765899529675, brags: 0.05261591415739973, yawns: 0.09629725347220404, supports: 0.05439586281979037, rants: 0.0519424420777196}",
2077,7,8,270,Andrew,[1 0 1 0 0],[ 0.35946514  0.28040391 -0.91738464],Hall,"{shouts: 0.021225136992184705, shares: 0.03794088211930495, leaves_conversation: 0.023509659555991054, makes_smalltalk: 0.0357767832287338, makes_deeptalk: 0.5985055637195388, gives_controversial_opinion: 0.021151677455673285, changes_the_topic: 0.018867920679000408, shows_interest: 0.03277216317353074, shows_concern: 0.028529624509550183, laughs: 0.032698703637019315, jokes: 0.020462765544552706, gives_an_insult: 0.01792910947896295, brags: 0.020536225081064126, yawns: 0.027289120446498602, supports: 0.04475830476747116, rants: 0.01804635961092316}",Maria
2078,7,8,271,Robert,[0 1 1 0 0],[ 0.07223091 -0.12193821  0.43946518],Lounge,"{shouts: 0.0736654981864282, shares: 0.07213215972979171, leaves_conversation: 0.042305571698974365, makes_smalltalk: 0.0748872687540708, makes_deeptalk: 0.06839526539257015, gives_controversial_opinion: 0.05342272145813646, changes_the_topic: 0.05827253598190675, shows_interest: 0.05565786814427762, shows_concern: 0.04870762826302192, laughs: 0.06041503302456799, jokes: 0.05979186368578849, gives_an_insult: 0.053785622756267144, brags: 0.06777209605379064, yawns: 0.08224764329726048, supports: 0.06201820356858764, rants: 0.06652302000455967}",Edith
2079,7,8,272,Agnes,[0 0 1 0 1],[ 0.54675034 -0.799      -0.67053052],Kitchen,"{shouts: 0.05197773656837565, shares: 0.0720830753525842, leaves_conversation: 0.06101496887058473, makes_smalltalk: 0.0702398265335103, makes_deeptalk: 0.0704839881900678, gives_controversial_opinion: 0.04420363888897157, changes_the_topic: 0.05153854980628329, shows_interest: 0.05729054865067101, shows_concern: 0.06623902750316474, laughs: 0.053927866693646395, jokes: 0.04873886002392245, gives_an_insult: 0.06257014526166721, brags: 0.05210154198094706, yawns: 0.10333401392172709, supports: 0.07168606649220934, rants: 0.06257014526166721}",Nola
2080,7,8,273,Donald,[0 1 0 0 1],[0.30584387 0.62564636 0.11001423],Hall,"{stands_in_corner: 0.5690617849336221, leaves_room: 0.43093821506637786}",Jason
2081,7,8,274,Martin,[1 0 0 1 1],[ 0.60611948 -0.4842476   0.96013365],Kitchen,"{shouts: 0.05401487446981912, shares: 0.06742445381505938, leaves_conversation: 0.04658823605755776, makes_smalltalk: 0.05043081969924565, makes_deeptalk: 0.06535926599995907, gives_controversial_opinion: 0.04959055175842924, changes_the_topic: 0.0825841164314067, shows_interest: 0.09564819610466439, shows_concern: 0.08670927980042595, laughs: 0.053240677862279664, jokes: 0.05718053479006387, gives_an_insult: 0.05208607605991404, brags: 0.055010263846253286, yawns: 0.07798266763013302, supports: 0.059026604910840795, rants: 0.047123380763948085}",David
2082,7,8,275,David,[1 0 0 1 0],[ 0.81301274 -0.38748416  0.87472607],Kitchen,"{shouts: 0.02741453201310998, shares: 0.04519743900188547, leaves_conversation: 0.016588529456366307, makes_smalltalk: 0.024145141532876627, makes_deeptalk: 0.026892868034438053, gives_controversial_opinion: 0.027345347402405223, changes_the_topic: 0.04313228327756685, shows_interest: 0.5934138763191621, shows_concern: 0.015234158288879206, laughs: 0.026819306228378144, jokes: 0.03141515265477537, gives_an_insult: 0.019393329989540416, brags: 0.03137130109454737, yawns: 0.03313097778909888, supports: 0.019112426927429586, rants: 0.019393329989540416}",Martin
2083,7,8,276,Maria,[0 1 1 1 0],[0.82220615 0.4857947  0.85418998],Hall,"{shouts: 0.07199770883533788, shares: 0.06611761766940594, leaves_conversation: 0.032155508911754296, makes_smalltalk: 0.06383638577914522, makes_deeptalk: 0.06932330454675262, gives_controversial_opinion: 0.05445915016136573, changes_the_topic: 0.039859195450243225, shows_interest: 0.06932330454675262, shows_concern: 0.05099733824931199, laughs: 0.06412799499607744, jokes: 0.0984313373805022, gives_an_insult: 0.04259724511366615, brags: 0.08971610919703885, yawns: 0.05621941505292053, supports: 0.08358995120807615, rants: 0.047248432901648936}",Andrew
2084,7,8,277,Mauricio,[1 1 1 1 0],[-0.73649027 -0.49620244  0.02645108],Lounge,"{shouts: 0.0608546605649486, shares: 0.06818555993234793, leaves_conversation: 0.06213556369068172, makes_smalltalk: 0.058004814703818484, makes_deeptalk: 0.07208736065305173, gives_controversial_opinion: 0.04871369138945833, changes_the_topic: 0.05883901406080242, shows_interest: 0.07208736065305173, shows_concern: 0.06211594954536102, laughs: 0.053155229715006615, jokes: 0.06100568380194724, gives_an_insult: 0.05189274809573751, brags: 0.055371040398264515, yawns: 0.0893879088737962, supports: 0.07028637126567634, rants: 0.05587704265604963}",Johnny
2085,7,8,278,John,[1 1 0 1 1],[0.91607514 0.61412617 0.02557561],Hall,"{stands_in_corner: 0.37699846164822365, leaves_room: 0.28890969846916137, starts_conversation: 0.33409183988261504}",Elisabeth
2086,7,8,279,Ronnie,[0 0 0 1 0],[0.43619107 0.998      0.8549082 ],Kitchen,"{shouts: 0.09045714242829608, shares: 0.046486235426395184, leaves_conversation: 0.031401484380734444, makes_smalltalk: 0.059940256561254755, makes_deeptalk: 0.05817559906105792, gives_controversial_opinion: 0.07799015817361987, changes_the_topic: 0.03406917238172976, shows_interest: 0.08172001832331104, shows_concern: 0.06708352084724968, laughs: 0.06540390538129492, jokes: 0.08522264352396147, gives_an_insult: 0.043426399003300455, brags: 0.07799433720372448, yawns: 0.06773993366242685, supports: 0.06946279463834257, rants: 0.043426399003300455}",Catherine
2087,7,8,280,Patrick,[0 0 0 0 1],[-0.0449807   0.952       0.67881446],Hall,"{shouts: 0.1045770234648753, shares: 0.0407231778636194, leaves_conversation: 0.051681007067903406, makes_smalltalk: 0.07201276452997359, makes_deeptalk: 0.0550085136874139, gives_controversial_opinion: 0.09896477149906899, changes_the_topic: 0.035563801955213616, shows_interest: 0.0550085136874139, shows_concern: 0.07315817819602423, laughs: 0.05037357614112476, jokes: 0.047706515516846536, gives_an_insult: 0.08536615211260831, brags: 0.05004137171329565, yawns: 0.07228342262514845, supports: 0.04749082755960258, rants: 0.06004038237986726}",Vicki
2088,7,8,281,Brian,[1 1 1 0 0],[0.83095197 0.865      0.775     ],Lounge,"{shouts: 0.06976664563388377, shares: 0.07071666222299615, leaves_conversation: 0.03202768166428286, makes_smalltalk: 0.05343696770452208, makes_deeptalk: 0.09794951927888078, gives_controversial_opinion: 0.05859895836630984, changes_the_topic: 0.038650218787217555, shows_interest: 0.07003724969468425, shows_concern: 0.0401110033980729, laughs: 0.06492894982213641, jokes: 0.09882668299380128, gives_an_insult: 0.04427531507402397, brags: 0.10393498286634911, yawns: 0.05094543854899467, supports: 0.05292403472494151, rants: 0.052869689218902685}",Laquita
2089,7,8,282,David,[0 1 0 0 0],[-0.31198229  0.64560015  0.72914591],Lounge,"{shouts: 0.09271390337598946, shares: 0.05033257253423274, leaves_conversation: 0.04386481204589207, makes_smalltalk: 0.071949724868738, makes_deeptalk: 0.05627335018823866, gives_controversial_opinion: 0.0787142261335599, changes_the_topic: 0.042047951769184314, shows_interest: 0.05627335018823866, shows_concern: 0.052619828396847736, laughs: 0.06439030561430935, jokes: 0.05366867638994901, gives_an_insult: 0.07435124466905497, brags: 0.05850734442706192, yawns: 0.07965759829411433, supports: 0.05028386643553368, rants: 0.07435124466905497}",Jerry
2090,7,8,283,Andrew,[1 0 1 0 0],[-0.6472402   0.996      -0.12952084],Hall,"{shouts: 0.026241879639358014, shares: 0.021453313915043792, leaves_conversation: 0.020643450650806243, makes_smalltalk: 0.05033754951140886, makes_deeptalk: 0.5896072749165655, gives_controversial_opinion: 0.026168420102846594, changes_the_topic: 0.01686358497834931, shows_interest: 0.023873874370557283, shows_concern: 0.0627864756897643, laughs: 0.023800414834045866, jokes: 0.018854237564221294, gives_an_insult: 0.028374500053975748, brags: 0.018927697100732714, yawns: 0.02024552667468584, supports: 0.02333004981170294, rants: 0.028491750185935957}",John
2091,7,8,284,Laquita,[1 1 0 0 1],[-0.05508116  0.37566709  0.17838037],Lounge,"{shouts: 0.06343092037647376, shares: 0.06141781763673002, leaves_conversation: 0.05631797340681913, makes_smalltalk: 0.08161805425575308, makes_deeptalk: 0.07245457205589716, gives_controversial_opinion: 0.05855467104385573, changes_the_topic: 0.04781128209174123, shows_interest: 0.07245457205589716, shows_concern: 0.06667194877936569, laughs: 0.05909811928935188, jokes: 0.050863305114115416, gives_an_insult: 0.0707860325214987, brags: 0.05279140478347342, yawns: 0.07019790275376603, supports: 0.055024184905825, rants: 0.06050723892943678}",Brian
2092,7,8,285,Robin,[0 0 0 0 0],[ 0.15154106 -0.24095366 -0.81689906],Hall,"{shouts: 0.021578116008114115, shares: 0.039100202243690804, leaves_conversation: 0.03402327125281217, makes_smalltalk: 0.03165188558934697, makes_deeptalk: 0.02764863121514505, gives_controversial_opinion: 0.021431082308880963, changes_the_topic: 0.023968220005164468, shows_interest: 0.02764863121514505, shows_concern: 0.027843654454112174, laughs: 0.027814334572578904, jokes: 0.02011969393053744, gives_an_insult: 0.019221375138373884, brags: 0.0201931032425519, yawns: 0.6073835671188872, supports: 0.03115285656628502, rants: 0.019221375138373884}",James
2093,7,8,286,Johnny,[1 0 1 0 1],[ 0.99646112 -0.53625855 -0.44064549],Lounge,"{shouts: 0.05069992755803615, shares: 0.10121330915508724, leaves_conversation: 0.04998131219386852, makes_smalltalk: 0.05543211040125487, makes_deeptalk: 0.09781728211017728, gives_controversial_opinion: 0.04802267714689611, changes_the_topic: 0.051659876145153036, shows_interest: 0.06877762325129962, shows_concern: 0.05771451047151689, laughs: 0.057158868011252965, jokes: 0.05014399975028926, gives_an_insult: 0.05570969997085109, brags: 0.0528212501614293, yawns: 0.07899073641034872, supports: 0.06814711729168799, rants: 0.05570969997085109}",Mauricio
2094,7,8,287,Laquita,[1 1 0 0 1],[-0.25463355 -0.20150787 -0.999     ],Hall,"{stands_in_corner: 0.38397140406679764, leaves_room: 0.34919713198687086, starts_conversation: 0.2668314639463315}",Lillian
2095,7,9,288,James,[1 1 1 0 1],[ 0.09329227  0.17278825 -0.68754935],Hall,"{shouts: 0.05490285031416408, shares: 0.07213923343434878, leaves_conversation: 0.05594595524404138, makes_smalltalk: 0.07146102267005529, makes_deeptalk: 0.08623070887864631, gives_controversial_opinion: 0.04892610632914703, changes_the_topic: 0.0456773027185804, shows_interest: 0.06970765051853554, shows_concern: 0.06981418058488247, laughs: 0.0599716094148926, jokes: 0.05028085403529914, gives_an_insult: 0.05923229760670807, brags: 0.052696908595671936, yawns: 0.07078524333848722, supports: 0.07299577870983164, rants: 0.05923229760670807}",Robin
2096,7,9,289,Vicki,[1 1 0 0 0],[-0.02789799 -0.05852297  0.05194997],Hall,"{shouts: 0.06117708568627494, shares: 0.07669446338093927, leaves_conversation: 0.05295812660491629, makes_smalltalk: 0.06408137644279771, makes_deeptalk: 0.07430590213883642, gives_controversial_opinion: 0.052840523292809284, changes_the_topic: 0.05665747933152856, shows_interest: 0.07430590213883642, shows_concern: 0.05570784815766984, laughs: 0.06544189929561027, jokes: 0.05244869745470262, gives_an_insult: 0.05646300122327253, brags: 0.05605467323480959, yawns: 0.08906108890546713, supports: 0.05533893148825662, rants: 0.05646300122327253}",Patrick
2097,7,9,290,Catherine,[1 0 1 1 1],[ 0.57143885 -0.47285491  0.19831071],Kitchen,"{shouts: 0.05271894134904514, shares: 0.09287989689936745, leaves_conversation: 0.04482499320005338, makes_smalltalk: 0.055387934693569355, makes_deeptalk: 0.07857133832090611, gives_controversial_opinion: 0.047104672312265145, changes_the_topic: 0.05919517735298036, shows_interest: 0.07857133832090611, shows_concern: 0.0692381741859659, laughs: 0.053904789206094386, jokes: 0.056192437005964595, gives_an_insult: 0.047792105646954054, brags: 0.053272303110784354, yawns: 0.08894199876242215, supports: 0.07361179398576734, rants: 0.047792105646954054}",Ronnie
2098,7,9,291,Michael,[0 1 0 1 1],[0.99       0.52514743 0.23580189],Hall,"{shouts: 0.05084332136533332, shares: 0.08632571026606613, leaves_conversation: 0.042426601672934626, makes_smalltalk: 0.06001700010006938, makes_deeptalk: 0.08106510365481774, gives_controversial_opinion: 0.042213755078249246, changes_the_topic: 0.03701486357083424, shows_interest: 0.09120955057709058, shows_concern: 0.09002269305736173, laughs: 0.07802767033535664, jokes: 0.06231182651396764, gives_an_insult: 0.048119482639426295, brags: 0.05995113471155573, yawns: 0.06164468285013727, supports: 0.0660852460892461, rants: 0.04272135751755327}",Jacquelyn
2099,7,9,292,David,[0 1 0 1 0],[-0.940535    0.43110817  0.2232628 ],Lounge,"{stands_in_corner: 0.30568003043233233, leaves_room: 0.31464444080856435, starts_conversation: 0.3796755287591033}",Phyllis
2100,7,9,293,Nola,[1 0 0 0 0],[ 0.26232856 -0.88659379  0.29922704],Kitchen,"{shouts: 0.051470609310596896, shares: 0.07242376005264467, leaves_conversation: 0.04960003195863446, makes_smalltalk: 0.04536023098273224, makes_deeptalk: 0.0744983337561222, gives_controversial_opinion: 0.04722177073010966, changes_the_topic: 0.08482846387620044, shows_interest: 0.0744983337561222, shows_concern: 0.04705590933834544, laughs: 0.05840975357281504, jokes: 0.04616107210758175, gives_an_insult: 0.04860459315917413, brags: 0.050409910688068986, yawns: 0.1524819101153304, supports: 0.048370723436347435, rants: 0.04860459315917413}",Agnes
2101,7,9,294,Donald,[0 1 1 0 1],[-0.30845901  1.         -0.0930645 ],Kitchen,"{stands_in_corner: 0.40050478816375373, leaves_room: 0.31265420769758834, starts_conversation: 0.2868410041386579}",Dorothy
2102,7,9,296,Jerry,[1 1 0 1 0],[-0.60764561 -0.81812466 -0.01443513],Lounge,"{shouts: 0.05424035864520464, shares: 0.06241329283262788, leaves_conversation: 0.06962764963813836, makes_smalltalk: 0.05203083347802429, makes_deeptalk: 0.0614096472479549, gives_controversial_opinion: 0.04469430466169371, changes_the_topic: 0.06347614885238566, shows_interest: 0.09221173601093927, shows_concern: 0.06442419787989503, laughs: 0.05577247375951716, jokes: 0.05428137185505371, gives_an_insult: 0.04973915977646227, brags: 0.050434376581280346, yawns: 0.11550697332989793, supports: 0.05999831567446265, rants: 0.04973915977646227}",David
2103,7,9,297,Jason,[1 0 0 0 1],[ 0.89672157 -1.         -0.12426791],Hall,"{stands_in_corner: 0.3038668047536416, leaves_room: 0.31401977263906783, starts_conversation: 0.38211342260729053}",
2104,7,9,298,Phyllis,[0 0 1 0 0],[0.78014341 0.37491518 0.31777905],Lounge,"{stands_in_corner: 0.28903731721293474, leaves_room: 0.3239279718433199, starts_conversation: 0.38703471094374536}",David
2105,7,9,299,Jacquelyn,[0 0 0 1 1],[0.76934944 0.7751535  0.73299444],Hall,"{shouts: 0.031884467449282576, shares: 0.026905124383717813, leaves_conversation: 0.009431299961979573, makes_smalltalk: 0.02619223220023748, makes_deeptalk: 0.03547588354673305, gives_controversial_opinion: 0.03182390991832457, changes_the_topic: 0.014519718508746981, shows_interest: 0.03559338620908861, shows_concern: 0.5785278673129827, laughs: 0.035445935019555924, jokes: 0.05652734494644621, gives_an_insult: 0.015441268437730275, brags: 0.056505237862095783, yawns: 0.014067261797723381, supports: 0.016269849619152454, rants: 0.015389212826202713}",Michael
2106,7,9,300,Edith,[0 1 1 1 1],[ 0.903885   -0.16054955  0.36066455],Lounge,"{shouts: 0.05531892212850701, shares: 0.11267346688773555, leaves_conversation: 0.04173177779098239, makes_smalltalk: 0.0639862948462371, makes_deeptalk: 0.06874476678956201, gives_controversial_opinion: 0.04482567259406873, changes_the_topic: 0.04893868173700173, shows_interest: 0.06874476678956201, shows_concern: 0.07071944182104412, laughs: 0.05896197900785859, jokes: 0.062328035399800794, gives_an_insult: 0.04855104307161856, brags: 0.059204442464062694, yawns: 0.07007292167822493, supports: 0.07664674392211504, rants: 0.04855104307161856}",Robert
2107,7,9,301,Shawn,[0 0 1 1 1],[-0.69298336 -0.64722148 -0.87863723],Hall,"{stands_in_corner: 0.3562464252065795, leaves_room: 0.6437535747934204}",Donald
